iter	Passed	Remaining
740	108347	37870
741	108504	37728
742	108652	37582
743	108802	37437
744	108949	37291
745	109090	37143
746	109242	36998
747	109410	36860
748	109570	36718
749	109723	36574
750	109863	36426
751	110012	36280
752	110162	36135
753	110314	35991
754	110546	35872
755	110692	35726
756	110837	35579
757	110986	35433
758	111131	35286
759	111282	35141
760	111449	35001
761	111631	34866
762	111786	34722
763	111934	34576
764	112080	34429
765	112236	34286
766	112391	34142
767	112540	33996
768	112700	33854
769	112849	33708
770	112998	33562
771	113153	33418
772	113301	33272
773	113441	33123
774	113585	32976
775	113728	32828
776	113869	32680
777	114024	32536
778	114174	32390
779	114317	32243
780	114459	32095
781	114602	31947
782	114745	31800
783	114883	31651
784	115022	31502
785	115163	31355
786	115312	31209
787	115454	31061
788	115601	30915
789	115757	30771
790	115922	30629
791	116085	30487
792	116250	30345
793	116402	30200
794	116552	30054
795	116695	29906
796	116841	29760
797	116990	29614
798	117135	29467
799	117282	29320
800	117430	29174
801	117574	29027
802	117732	28883
803	117872	28735
804	118014	28587
805	118157	28439
806	118300	28292
807	118453	28147
808	118599	28000
809	118740	27852
810	118888	27706
811	119030	27558
812	119172	27411
813	119315	27263
814	119456	27115
815	119597	26968
816	119771	26827
817	119926	26682
818	120071	26536
819	120217	26389
820	120360	26241
821	120503	26094
822	120642	25946
823	120787	25799
824	120927	25651
825	121076	25505
826	121221	25358
827	121366	25211
828	121507	25063
829	121653	24917
830	121811	24772
831	121960	24626
832	122107	24480
833	122254	24333
834	122400	24186
835	122542	24039
836	122696	23894
837	122837	23746
838	122983	23599
839	123123	23452
840	123273	23306
841	123420	23159
842	123583	23016
843	123741	22871
844	123887	22724
845	124028	22577
846	124173	22430
847	124322	22284
848	124463	22136
849	124605	21989
850	124750	21842
851	124893	21695
852	125035	21547
853	125177	21400
854	125321	21253
855	125462	21105
856	125602	20958
857	125749	20811
858	125888	20663
859	126035	20517
860	126179	20370
861	126328	20224
862	126472	20077
863	126611	19929
864	126757	19782
865	126910	19637
866	127057	19491
867	127205	19344
868	127347	19197
869	127497	19051
870	127662	18907
871	127812	18761
872	127956	18614
873	128096	18467
874	128267	18323
875	128414	18177
876	128558	18030
877	128711	17884
878	128862	17738
879	129028	17594
880	129181	17449
881	129343	17304
882	129496	17158
883	129650	17012
884	129810	16867
885	129950	16720
886	130112	16575
887	130265	16429
888	130410	16282
889	130562	16136
890	130718	15991
891	130859	15844
892	131001	15696
893	131144	15549
894	131300	15403
895	131462	15259
896	131631	15114
897	131796	14970
898	131954	14824
899	132138	14682
900	132345	14541
901	132495	14395
902	132646	14248
903	132801	14102
904	132968	13958
905	133114	13810
906	133268	13664
907	133423	13518
908	133573	13372
909	133723	13225
910	133886	13079
911	134037	12933
912	134210	12788
913	134369	12643
914	134533	12497
915	134703	12352
916	134855	12206
917	135010	12059
918	135166	11913
919	135312	11766
920	135453	11618
921	135595	11471
922	135735	11323
923	135888	11176
924	136028	11029
925	136170	10881
926	136313	10734
927	136453	10586
928	136600	10439
929	136739	10292
930	136882	10144
931	137021	9997
932	137167	9850
933	137305	9702
934	137450	9555
935	137590	9407
936	137733	9260
937	137870	9112
938	138014	8965
939	138160	8818
940	138306	8671
941	138446	8524
942	138600	8377
943	138739	8230
944	138890	8083
945	139037	7936
946	139183	7789
947	139341	7643
948	139518	7497
949	139686	7351
950	139834	7204
951	139980	7057
952	140136	6911
953	140301	6765
954	140449	6618
955	140598	6471
956	140748	6324
957	140891	6176
958	141028	6029
959	141171	5882
960	141316	5735
961	141455	5587
962	141595	5440
963	141735	5293
964	141872	5145
965	142010	4998
966	142154	4851
967	142306	4704
968	142469	4557
969	142623	4411
970	142785	4264
971	142939	4117
972	143083	3970
973	143225	3823
974	143373	3676
975	143514	3529
976	143677	3382
977	143819	3235
978	143959	3088
979	144096	2940
980	144237	2793
981	144376	2646
982	144515	2499
983	144653	2352
984	144796	2205
985	144934	2057
986	145073	1910
987	145211	1763
988	145361	1616
989	145523	1469
990	145685	1323
991	145840	1176
992	145987	1029
993	146149	882
994	146300	735
995	146437	588
996	146584	441
997	146730	294
998	146870	147
999	147006	0
