iter	Logloss
0	0.4734249607
1	0.329690761
2	0.204072876
3	0.134155667
4	0.09819666714
5	0.0750735074
6	0.0618033562
7	0.05332812929
8	0.04845766553
9	0.04451516812
10	0.04194910034
11	0.03994556408
12	0.03827206377
13	0.03729652082
14	0.03630891145
15	0.03571599556
16	0.03521245547
17	0.03481791842
18	0.03423086855
19	0.03393308123
20	0.03345938962
21	0.03325450173
22	0.03291680588
23	0.03274193574
24	0.03258283887
25	0.03242827676
26	0.03223617993
27	0.03210234535
28	0.03190737618
29	0.03179507906
30	0.03147847668
31	0.0313873127
32	0.03126098104
33	0.03117016367
34	0.03108360303
35	0.03100684049
36	0.03071369071
37	0.03052995238
38	0.03046287428
39	0.03029350138
40	0.03021881271
41	0.03014642394
42	0.0299718648
43	0.02984570186
44	0.02978533337
45	0.02972632449
46	0.02949974583
47	0.02944569604
48	0.02939461148
49	0.02922553525
50	0.02916761082
51	0.0291177426
52	0.0290621009
53	0.02898715505
54	0.0289448849
55	0.0286159976
56	0.028449873
57	0.02811710282
58	0.02800255514
59	0.02794876263
60	0.02789440929
61	0.02785550289
62	0.02781202132
63	0.02777515212
64	0.02752467362
65	0.02746342819
66	0.02733689563
67	0.02722747798
68	0.0271301951
69	0.02707199487
70	0.02702843477
71	0.02699204612
72	0.02695931338
73	0.02691973132
74	0.02688684719
75	0.02685493506
76	0.02678887356
77	0.02660280727
78	0.02649083429
79	0.02644640488
80	0.02641876934
81	0.02638786491
82	0.02627188056
83	0.02617213025
84	0.02614541303
85	0.02611823343
86	0.02609307002
87	0.0260631743
88	0.02602440455
89	0.02591003175
90	0.02581935031
91	0.02577120107
92	0.02574503656
93	0.02565303896
94	0.025533133
95	0.02546782069
96	0.02543914168
97	0.02541531936
98	0.02539388599
99	0.025373059
100	0.02520482622
101	0.02512159524
102	0.02509415259
103	0.024802222
104	0.02473709661
105	0.02471509139
106	0.02463620841
107	0.02461548266
108	0.02459438276
109	0.02448749625
110	0.02445937363
111	0.0244351624
112	0.02436867001
113	0.02430309289
114	0.02428131075
115	0.02425904677
116	0.02423788513
117	0.02418807653
118	0.02416623214
119	0.02414139711
120	0.02412100575
121	0.02409947643
122	0.02408170609
123	0.02406466029
124	0.02403992151
125	0.02392882668
126	0.02391124731
127	0.02389453793
128	0.02387273832
129	0.02385394113
130	0.02379590678
131	0.02374037455
132	0.02361265741
133	0.02359189211
134	0.0235427701
135	0.02352633241
136	0.02351085574
137	0.02348747183
138	0.02341869526
139	0.02339956362
140	0.02338190795
141	0.02332887023
142	0.0232908671
143	0.02327329253
144	0.02321116
145	0.02319276693
146	0.02317664384
147	0.02311198501
148	0.02305606429
149	0.02304169921
150	0.02292862351
151	0.02288069261
152	0.02285248185
153	0.02283918917
154	0.02282562698
155	0.02276799321
156	0.02275370471
157	0.02271572908
158	0.02269813276
159	0.02267602849
160	0.02256973176
161	0.02255341154
162	0.02253775833
163	0.02243178648
164	0.02241942387
165	0.02240691492
166	0.0223857676
167	0.02235577751
168	0.02234197538
169	0.02230676246
170	0.0222952579
171	0.02225536611
172	0.02222513668
173	0.02219806309
174	0.02218299511
175	0.02216063587
176	0.02212078673
177	0.02210997335
178	0.02209884849
179	0.02208858908
180	0.02203342987
181	0.02188514111
182	0.02187045388
183	0.02184581777
184	0.02183573599
185	0.0218012345
186	0.02174313503
187	0.02169386668
188	0.02163432861
189	0.02153536662
190	0.02150678066
191	0.02147098888
192	0.02144352671
193	0.02140142866
194	0.02139126265
195	0.02133739953
196	0.02130248455
197	0.02128979281
198	0.02126617762
199	0.02124180117
200	0.02123018282
201	0.02122040281
202	0.02119583188
203	0.02118332073
204	0.02116722344
205	0.02114768977
206	0.02113510936
207	0.02112618641
208	0.02108012004
209	0.02089773406
210	0.0208867369
211	0.02086216572
212	0.02081681941
213	0.02080638278
214	0.02078337379
215	0.02077240579
216	0.02076249291
217	0.02070274341
218	0.02066476073
219	0.02065386931
220	0.02060787611
221	0.02058909255
222	0.02058105202
223	0.02057103491
224	0.02056226994
225	0.02050817897
226	0.02050002095
227	0.02046078639
228	0.02043592596
229	0.02041366988
230	0.02038895669
231	0.02037510544
232	0.02036734247
233	0.02033889815
234	0.02033120889
235	0.02032152746
236	0.02031400614
237	0.02030666819
238	0.020299072
239	0.02027563968
240	0.02022386606
241	0.02021651055
242	0.02020922979
243	0.0201647642
244	0.0201540283
245	0.02010364231
246	0.02009642121
247	0.02008925961
248	0.0199785108
249	0.0199714233
250	0.01996441511
251	0.01994597914
252	0.01993877032
253	0.019916452
254	0.01990952503
255	0.01984349544
256	0.01983658688
257	0.01982210978
258	0.01981537772
259	0.01980858595
260	0.01980202692
261	0.01971033639
262	0.0197035942
263	0.0196482565
264	0.01964039756
265	0.01963372971
266	0.01962721174
267	0.01962075777
268	0.01961446754
269	0.01960821597
270	0.01960202935
271	0.01959584176
272	0.01958982796
273	0.01956913047
274	0.01955894561
275	0.01954851634
276	0.01954247692
277	0.01951988574
278	0.01949809242
279	0.01949221705
280	0.01948637564
281	0.01939102052
282	0.01937392156
283	0.01934302213
284	0.01933315678
285	0.01926808581
286	0.01925931884
287	0.01925352684
288	0.01924785244
289	0.01924223722
290	0.01919015979
291	0.01918464839
292	0.0191791668
293	0.0191715837
294	0.01915900063
295	0.01914421608
296	0.01912983228
297	0.01912435904
298	0.01911900358
299	0.01910374213
300	0.01908887404
301	0.01908350165
302	0.01907834441
303	0.01907329569
304	0.0190160634
305	0.0190106814
306	0.01899964292
307	0.01899458789
308	0.01893881022
309	0.01889826222
310	0.01886686469
311	0.01886193551
312	0.01885706794
313	0.01885232305
314	0.01882824386
315	0.01882322024
316	0.01881275764
317	0.01877348352
318	0.01876647614
319	0.01876145867
320	0.01875676118
321	0.01874718786
322	0.01873617706
323	0.01869737226
324	0.01869273354
325	0.01865466775
326	0.01865002235
327	0.0186450783
328	0.01863779416
329	0.01859960892
330	0.01855646958
331	0.01855202878
332	0.01854156929
333	0.01851654353
334	0.0185121987
335	0.01850470656
336	0.01849994209
337	0.01848727788
338	0.01848303688
339	0.01847876811
340	0.01847455984
341	0.01846035042
342	0.01844497781
343	0.01844071585
344	0.01841691105
345	0.01839277343
346	0.01838204928
347	0.01837631646
348	0.01835345832
349	0.01834487791
350	0.01833607058
351	0.01831641114
352	0.01831233131
353	0.01829253852
354	0.01828855352
355	0.01827427107
356	0.01827029255
357	0.01825943456
358	0.01823941286
359	0.01823536802
360	0.01819556304
361	0.01819168793
362	0.01818020729
363	0.01817636553
364	0.01817071908
365	0.01816502276
366	0.01816124436
367	0.01815742301
368	0.01815370535
369	0.01810258997
370	0.01809259199
371	0.01807873195
372	0.01806089481
373	0.01805242077
